City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Seattle,UberX,COMPLETED,2018-09-26 15:47:42 +0000 UTC,2018-09-26 15:49:55 +0000 UTC,47.6158,-122.3328,"1815 Terry Ave, Seattle, WA 98101, US",2018-09-26 15:57:35 +0000 UTC,47.61183,-122.34758,"2226 Elliott Ave, Seattle, WA 98121, US",1.36,8.52,USD
Seattle,UberX,COMPLETED,2018-09-26 04:59:48 +0000 UTC,2018-09-26 05:02:22 +0000 UTC,47.61493,-122.34087,"2105 5th Ave, Seattle, WA 98121, US",2018-09-26 05:08:53 +0000 UTC,47.6163,-122.33132,"1815 Terry Ave, Seattle, WA 98101, USA",0.98,6.21,USD
Seattle,UberX,COMPLETED,2018-09-26 04:05:49 +0000 UTC,2018-09-26 04:11:03 +0000 UTC,47.6118659,-122.3478019,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-26 04:15:46 +0000 UTC,47.6145852,-122.3407043,"2105 5th Ave, Seattle, WA 98121, US",0.46,5.14,USD
Seattle,UberX,COMPLETED,2018-09-25 15:48:02 +0000 UTC,2018-09-25 15:53:46 +0000 UTC,47.61579,-122.33278,"1815 Terry Ave, Seattle, WA 98101, US",2018-09-25 16:00:30 +0000 UTC,47.61183,-122.34759,"2226 Elliott Ave, Seattle, WA 98121, US",1.36,7.67,USD
Seattle,UberX,COMPLETED,2018-09-25 05:22:14 +0000 UTC,2018-09-25 05:28:58 +0000 UTC,47.61185,-122.34759,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-25 05:37:22 +0000 UTC,47.61628,-122.33356,"1815 Terry Ave, Seattle, WA 98101, USA",1.44,7.53,USD
Seattle,UberX,COMPLETED,2018-09-23 21:27:25 +0000 UTC,2018-09-23 21:29:18 +0000 UTC,47.61578,-122.35059,"2619 1st Ave, Seattle, WA 98121, USA",2018-09-23 21:32:21 +0000 UTC,47.6145,-122.34064,"2105 5th Ave, Seattle, WA 98121, US",0.73,5.1,USD
Seattle,UberX,COMPLETED,2018-09-23 21:17:11 +0000 UTC,2018-09-23 21:21:26 +0000 UTC,47.6115594,-122.3462186,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-23 21:23:43 +0000 UTC,47.6157468,-122.3508495,"2701 1st Ave, Seattle, 98121, US",0.49,8.2,USD
Seattle,UberX,COMPLETED,2018-09-23 07:15:24 +0000 UTC,2018-09-23 07:25:44 +0000 UTC,47.6058867,-122.3387064,"1200 Western Ave, Seattle, WA 98101, US",2018-09-23 07:32:40 +0000 UTC,47.6118406,-122.3477062,"2226 Elliott Ave, Seattle, WA 98121, US",1.39,6.23,USD
Seattle,UberX,COMPLETED,2018-09-23 03:13:57 +0000 UTC,2018-09-23 03:17:07 +0000 UTC,47.6118286,-122.3478114,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-23 03:20:12 +0000 UTC,47.6061986,-122.3392043,"1200 Western Ave, Seattle, WA 98101, US",0.59,5.84,USD
Seattle,UberX,COMPLETED,2018-09-22 18:31:15 +0000 UTC,2018-09-22 18:35:00 +0000 UTC,47.611769,-122.347736,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-22 18:41:26 +0000 UTC,47.6123552,-122.3346034,"600 Pine St, Seattle, WA 98101, US",0.87,6.18,USD
Seattle,UberEATS Marketplace,COMPLETED,2018-09-22 03:40:48 +0000 UTC,2018-09-22 03:41:03 +0000 UTC,47.6120885,-122.3473179,,2018-09-22 04:11:09 +0000 UTC,47.6120885,-122.3473179,,0.91,21.76,USD
Seattle,UberX,COMPLETED,2018-09-21 05:29:05 +0000 UTC,2018-09-21 05:30:37 +0000 UTC,47.6178226,-122.344963,"500 Wall St, Seattle, WA 98121, USA",2018-09-21 05:34:47 +0000 UTC,47.6117299,-122.3472064,"2226 Elliott Ave, Seattle, WA 98121, US",0.59,4.72,USD
Seattle,UberX,COMPLETED,2018-09-19 01:18:27 +0000 UTC,2018-09-19 01:20:48 +0000 UTC,47.61178,-122.34715,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-19 01:27:20 +0000 UTC,47.61442,-122.33595,"1700 7th Ave Ste 116, Seattle, WA 98101, US",0.94,6.5,USD
Seattle,UberX,COMPLETED,2018-09-18 04:33:37 +0000 UTC,2018-09-18 04:39:23 +0000 UTC,47.6120745,-122.3309901,"820 Pike St, Seattle, WA 98101, USA",2018-09-18 04:51:42 +0000 UTC,47.6116341,-122.3470948,"2226 Elliott Ave, Seattle, WA 98121, US",2.45,9.23,USD
Seattle,UberX,COMPLETED,2018-09-16 20:40:35 +0000 UTC,2018-09-16 20:43:45 +0000 UTC,47.6117153,-122.3470199,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-16 20:48:52 +0000 UTC,47.6196747,-122.3449662,"625 John St, Seattle, WA 98109, USA",1.46,5.48,USD
Seattle,UberX,COMPLETED,2018-09-15 01:49:06 +0000 UTC,2018-09-15 01:52:52 +0000 UTC,47.6118335,-122.3477466,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-15 01:58:27 +0000 UTC,47.6223546,-122.3384879,"411 Westlake Ave N, Seattle, WA 98109, US",1.26,5.19,USD
Seattle,UberX,COMPLETED,2018-09-13 04:16:13 +0000 UTC,2018-09-13 04:19:25 +0000 UTC,47.6119433762,-122.34798745,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-13 04:35:31 +0000 UTC,47.6583286842,-122.31333566,"4142 University Way NE, Seattle, WA 98105, US",4.95,10.44,USD
Seattle,UberX,COMPLETED,2018-09-13 01:04:38 +0000 UTC,2018-09-13 01:06:58 +0000 UTC,47.6117,-122.34691,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-13 01:16:24 +0000 UTC,47.61436,-122.33609,"1700 7th Ave Ste 116, Seattle, WA 98101, US",0.94,4.61,USD
Seattle,UberX,COMPLETED,2018-09-10 14:49:43 +0000 UTC,2018-09-10 14:55:31 +0000 UTC,47.6158361695,-122.332855717,"1815 Terry Ave, Seattle, WA 98101, US",2018-09-10 15:02:31 +0000 UTC,47.6118624854,-122.347677698,"2226 Elliott Ave, Seattle, WA 98121, US",1.35,5.84,USD
Seattle,UberX,COMPLETED,2018-09-10 04:08:22 +0000 UTC,2018-09-10 04:12:39 +0000 UTC,47.6066714227,-122.338115813,"1219 1st Ave, Seattle, WA 98101, USA",2018-09-10 04:21:28 +0000 UTC,47.6162861272,-122.333543174,"1815 Terry Ave, Seattle, WA 98101, USA",1.39,4.39,USD
Seattle,UberX,COMPLETED,2018-09-09 05:41:41 +0000 UTC,2018-09-09 05:47:15 +0000 UTC,47.4755287,-122.1971745,"1518 S 5th Pl, Renton, WA 98057, USA",2018-09-09 06:15:47 +0000 UTC,47.6116288,-122.3469331,"2226 Elliott Ave, Seattle, WA 98121, US",18.51,23.19,USD
Seattle,UberX,COMPLETED,2018-09-09 00:50:33 +0000 UTC,2018-09-09 00:55:16 +0000 UTC,47.6120111,-122.3477181,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-09 01:23:52 +0000 UTC,47.4755621,-122.1970879,"1518 S 5th Pl, Renton, WA 98057, USA",14.61,36.08,USD
Seattle,UberX,COMPLETED,2018-09-08 00:44:15 +0000 UTC,2018-09-08 00:48:36 +0000 UTC,47.6117902758,-122.347388308,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-08 00:53:15 +0000 UTC,47.60610437,-122.339079976,"1200 Western Ave, Seattle, WA 98101, US",0.58,3.65,USD
Seattle,UberX,COMPLETED,2018-09-07 14:53:47 +0000 UTC,2018-09-07 14:58:26 +0000 UTC,47.6158212995,-122.332831928,"1815 Terry Ave, Seattle, WA 98101, US",2018-09-07 15:04:52 +0000 UTC,47.6118737217,-122.347682117,"2226 Elliott Ave, Seattle, WA 98121, US",1.34,4.76,USD
Seattle,UberX,COMPLETED,2018-09-07 05:15:24 +0000 UTC,2018-09-07 05:19:07 +0000 UTC,47.6117600939,-122.347237961,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-07 05:24:49 +0000 UTC,47.6158239957,-122.332836241,"1815 Terry Ave, Seattle, WA 98101, USA",0.99,4.19,USD
Seattle,Pool: MATCHED,COMPLETED,2018-09-05 01:23:48 +0000 UTC,2018-09-05 01:27:25 +0000 UTC,47.6119108,-122.3477616,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-05 02:07:24 +0000 UTC,47.6307236,-122.1447454,"14625 NE 24th St, Bellevue, WA 98007, US",15.98,26.85,USD
Seattle,UberX,COMPLETED,2018-09-04 03:24:39 +0000 UTC,2018-09-04 03:26:05 +0000 UTC,47.6166714118,-122.201765537,"515 Bellevue Way NE, Bellevue, WA 98004, US",2018-09-04 03:42:18 +0000 UTC,47.6119543185,-122.338323357,"Seattle, WA 98101, USA",10.95,22.73,USD
Seattle,UberX,COMPLETED,2018-09-03 05:07:29 +0000 UTC,2018-09-03 05:08:47 +0000 UTC,47.6245752889,-122.355752343,"23 Mercer St, Seattle, WA 98109, US",2018-09-03 05:14:42 +0000 UTC,47.6118622067,-122.347705867,"2226 Elliott Ave, Seattle, WA 98121, US",1.58,6.57,USD
Seattle,UberX,COMPLETED,2018-09-03 01:50:03 +0000 UTC,2018-09-03 01:51:53 +0000 UTC,47.6148,-122.3548225,"2801 Alaskan Way #103, Seattle, WA 98121, US",2018-09-03 01:59:24 +0000 UTC,47.6295715,-122.3605449,"211 Highland Dr, Seattle, WA 98109, US",1.76,6.35,USD
Seattle,UberX,COMPLETED,2018-09-02 23:32:10 +0000 UTC,2018-09-02 23:36:52 +0000 UTC,47.6583222195,-122.313089477,"Northeast Clallam Lane, Seattle, WA 98105, USA",2018-09-02 23:50:56 +0000 UTC,47.6108613752,-122.34778182,"2200 Alaskan Way Ste 410, Seattle, WA 98121, US",5.10,12.18,USD
Seattle,UberX,COMPLETED,2018-09-02 21:23:41 +0000 UTC,2018-09-02 21:27:43 +0000 UTC,47.6197413346,-122.3480525,"140 4th Ave N Ste 130, Seattle, WA 98109, US",2018-09-02 21:39:47 +0000 UTC,47.6584434886,-122.313203838,"4142 University Way NE, Seattle, WA 98105, US",4.32,11.66,USD
Seattle,UberX,COMPLETED,2018-09-02 02:55:43 +0000 UTC,2018-09-02 03:01:28 +0000 UTC,47.6029697575,-122.337656156,"801 Alaskan Way, Seattle, WA 98104, US",2018-09-02 03:12:51 +0000 UTC,47.6166037875,-122.346309004,"2501 4th Ave, Seattle, WA 98121, US",1.57,7.3,USD
Seattle,UberX,COMPLETED,2018-09-01 04:18:31 +0000 UTC,2018-09-01 04:25:23 +0000 UTC,47.6098208,-122.3429132,"1525 1st Ave, Seattle, WA 98101, US",2018-09-01 04:33:00 +0000 UTC,47.6159722,-122.3327955,"1815 Terry Ave, Seattle, WA 98101, US",0.91,7.75,USD
Seattle,UberX,COMPLETED,2018-09-01 00:17:00 +0000 UTC,2018-09-01 00:20:19 +0000 UTC,47.6117676264,-122.347090189,"2226 Elliott Ave, Seattle, WA 98121, US",2018-09-01 00:25:13 +0000 UTC,47.6230146749,-122.355423502,"415 1st Ave N, Seattle, WA 98109, US",1.06,5.77,USD
Seattle,UberX,COMPLETED,2018-08-30 15:41:33 +0000 UTC,2018-08-30 15:42:36 +0000 UTC,47.6159457983,-122.333031098,"1815 Terry Ave, Seattle, WA 98101, USA",2018-08-30 15:49:17 +0000 UTC,47.6117649137,-122.347162673,"2226 Elliott Ave, Seattle, WA 98121, US",1.31,6.88,USD
Seattle,UberX,COMPLETED,2018-08-30 04:08:48 +0000 UTC,2018-08-30 04:11:25 +0000 UTC,47.6117509883,-122.347063115,"2226 Elliott Ave, Seattle, WA 98121, US",2018-08-30 04:15:29 +0000 UTC,47.6164023579,-122.343558474,"2310 5th Ave suite 3, Seattle, WA 98121, USA",0.57,4.99,USD
Seattle,UberX,COMPLETED,2018-08-27 05:42:15 +0000 UTC,2018-08-27 05:47:27 +0000 UTC,47.6178049855,-122.345006364,"500 Wall St, Seattle, WA 98121, USA",2018-08-27 05:50:20 +0000 UTC,47.6119067515,-122.347738195,"2226 Elliott Ave, Seattle, WA 98121, US",0.56,5.37,USD
Seattle,UberX,COMPLETED,2018-08-27 01:48:32 +0000 UTC,2018-08-27 01:51:05 +0000 UTC,47.6119586,-122.347822,"2226 Elliott Ave, Seattle, WA 98121, US",2018-08-27 01:56:34 +0000 UTC,47.6177289,-122.3448523,"500 Wall St, Seattle, WA 98121, USA",0.71,7.15,USD
Seattle,UberX,COMPLETED,2018-08-21 02:13:09 +0000 UTC,2018-08-21 02:16:04 +0000 UTC,47.6115426584,-122.336882566,"Westlake Center, Pine St - Zara, Westlake Center",2018-08-21 02:23:17 +0000 UTC,47.6118793224,-122.34763245,"2226 Elliott Ave, Seattle, WA 98121, US",1.07,4.99,USD
Seattle,UberX,COMPLETED,2018-08-21 01:43:32 +0000 UTC,2018-08-21 01:47:50 +0000 UTC,47.6119573,-122.3477561,"2226 Elliott Ave, Seattle, WA 98121, US",2018-08-21 01:53:31 +0000 UTC,47.6120212,-122.3367808,"400 Pine St, Seattle, WA 98101, US",0.72,4.99,USD
Seattle,UberEATS Marketplace,COMPLETED,2018-08-20 02:33:51 +0000 UTC,2018-08-20 02:33:59 +0000 UTC,47.6120157,-122.3476366,,2018-08-20 04:40:59 +0000 UTC,47.6120157,-122.3476366,,0.93,33.1,USD
Seattle,UberX,COMPLETED,2018-08-19 17:44:43 +0000 UTC,2018-08-19 17:48:43 +0000 UTC,47.6117608371,-122.347042328,"2226 Elliott Ave, Seattle, WA 98121, US",2018-08-19 17:52:12 +0000 UTC,47.6174602829,-122.348511545,"311 Cedar St, Seattle, WA 98121, US",0.60,4.99,USD
Seattle,UberX,COMPLETED,2018-08-19 03:23:58 +0000 UTC,2018-08-19 03:26:08 +0000 UTC,47.6614471246,-122.336949343,"1718 N 45th St, Seattle, 98103, US",2018-08-19 03:35:41 +0000 UTC,47.6119034718,-122.347726033,"2226 Elliott Ave, Seattle, WA 98121, US",4.17,9.49,USD
Seattle,UberX,COMPLETED,2018-08-19 02:16:38 +0000 UTC,2018-08-19 02:18:30 +0000 UTC,47.6856811,-122.3367731,"7900 East Green Lake Dr N, Seattle, WA 98103, USA",2018-08-19 02:27:46 +0000 UTC,47.6617012,-122.3364591,"1718 N 45th St, Seattle, 98103, US",2.52,5.49,USD
Seattle,UberX,COMPLETED,2018-08-19 00:21:04 +0000 UTC,2018-08-19 00:40:05 +0000 UTC,47.6108858,-122.3352816,"501-599 Pike St, Seattle, WA 98101, USA",2018-08-19 00:52:56 +0000 UTC,47.6803005,-122.3256298,"7201 E Green Lake Dr N, Seattle, WA 98115, US",5.21,12.49,USD
Seattle,UberX,COMPLETED,2018-08-18 22:44:29 +0000 UTC,2018-08-18 22:47:31 +0000 UTC,47.6117458684,-122.346846226,"2226 Elliott Ave, Seattle, WA 98121, US",2018-08-18 22:56:58 +0000 UTC,47.6146898273,-122.340742394,"2105 5th Ave, Seattle, WA 98121, US",0.54,5.17,USD
Seattle,UberX,COMPLETED,2018-08-11 01:45:59 +0000 UTC,2018-08-11 01:52:37 +0000 UTC,47.6119426,-122.3478115,"2226 Elliott Ave, Seattle, WA 98121, US",2018-08-11 02:10:58 +0000 UTC,47.6632311,-122.2978908,"2656 NE University Village St, Seattle, 98105, US",5.57,11.49,USD
Seattle,UberX,COMPLETED,2018-08-10 01:30:32 +0000 UTC,2018-08-10 01:35:13 +0000 UTC,47.6117844,-122.3472291,"2226 Elliott Ave, Seattle, WA 98121, US",2018-08-10 01:43:43 +0000 UTC,47.611467,-122.3368268,"415 Pine St, Seattle, WA 98101, US",1.00,5.49,USD
Seattle,UberX,COMPLETED,2018-08-09 19:24:25 +0000 UTC,2018-08-09 19:25:16 +0000 UTC,47.6143095085,-122.335905034,"1700 7th Ave Ste 116, Seattle, WA 98101, US",2018-08-09 19:35:27 +0000 UTC,47.6117115258,-122.347126067,"2226 Elliott Ave, Seattle, WA 98121, US",1.18,4.99,USD
Seattle,UberX,COMPLETED,2018-08-09 19:07:08 +0000 UTC,2018-08-09 19:11:30 +0000 UTC,47.6131136,-122.3500501,"2401 Elliott Ave, Seattle, WA 98121, US",2018-08-09 19:18:29 +0000 UTC,47.6140084,-122.3357919,"1700 7th Ave Ste 116, Seattle, WA 98101, US",0.93,5.49,USD
Seattle,UberX,COMPLETED,2018-08-09 00:58:49 +0000 UTC,2018-08-09 01:07:43 +0000 UTC,47.6119307,-122.3477706,"2226 Elliott Ave, Seattle, WA 98121, US",2018-08-09 01:18:28 +0000 UTC,47.6142106,-122.3359773,"1700 7th Ave Ste 116, Seattle, WA 98101, US",0.76,4.99,USD
Seattle,UberX,COMPLETED,2018-08-08 19:41:25 +0000 UTC,2018-08-08 19:42:55 +0000 UTC,47.6124661433,-122.335685813,"500 Pine St, Seattle, WA 98101, USA",2018-08-08 19:50:06 +0000 UTC,47.6117186761,-122.346740998,"2226 Elliott Ave, Seattle, WA 98121, US",1.20,4.99,USD
Seattle,UberX,COMPLETED,2018-08-08 19:19:41 +0000 UTC,2018-08-08 19:20:21 +0000 UTC,47.6156723,-122.350564,"2619 1st Ave, Seattle, WA 98121, USA",2018-08-08 19:25:42 +0000 UTC,47.6100435,-122.3372814,"1501 4th Ave, Seattle, WA 98101, US",0.88,4.99,USD
Seattle,UberEATS Marketplace,COMPLETED,2018-08-07 19:52:03 +0000 UTC,2018-08-07 19:52:05 +0000 UTC,47.6120885,-122.3473179,,2018-08-07 20:20:05 +0000 UTC,47.6120885,-122.3473179,,0.43,24.51,USD
Seattle,UberX,COMPLETED,2018-08-05 06:07:35 +0000 UTC,2018-08-05 06:08:54 +0000 UTC,47.6177049365,-122.344845686,"500 Wall St, Seattle, WA 98121, USA",2018-08-05 06:12:53 +0000 UTC,47.6117159139,-122.347104736,"2226 Elliott Ave, Seattle, WA 98121, US",0.59,5.49,USD
Seattle,UberX,COMPLETED,2018-08-05 01:10:44 +0000 UTC,2018-08-05 01:13:14 +0000 UTC,47.6117355,-122.3474309,"2226 Elliott Ave, Seattle, WA 98121, US",2018-08-05 01:19:19 +0000 UTC,47.6177682,-122.3449663,"500 Wall St, Seattle, WA 98121, USA",0.69,5.49,USD
Seattle,UberX,COMPLETED,2018-07-31 21:58:46 +0000 UTC,2018-07-31 22:06:56 +0000 UTC,47.6115995746,-122.347008425,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-31 22:36:20 +0000 UTC,47.4440149823,-122.301407795,"17801 International Blvd, Seattle, 98158, US",13.53,34.99,USD
Seattle,UberX,COMPLETED,2018-07-31 05:37:17 +0000 UTC,2018-07-31 05:45:57 +0000 UTC,47.611972,-122.3478418,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-31 05:48:25 +0000 UTC,47.6061642,-122.3390985,"1200 Western Ave, Seattle, WA 98101, US",0.60,5.99,USD
Seattle,UberX,COMPLETED,2018-07-31 02:59:38 +0000 UTC,2018-07-31 03:00:50 +0000 UTC,47.6149367,-122.354934,"2801 Alaskan Way Suite 105, Seattle, WA 98121, USA",2018-07-31 03:07:01 +0000 UTC,47.6118079,-122.3367916,"500 Pine St, Seattle, 98101, US",1.20,6.49,USD
Seattle,UberX,COMPLETED,2018-07-30 22:21:52 +0000 UTC,2018-07-30 22:25:58 +0000 UTC,47.619224,-122.349593,"370 Broad St, Seattle, WA 98109, USA",2018-07-30 22:35:48 +0000 UTC,47.6119134,-122.3477128,"2226 Elliott Ave, Seattle, WA 98121, US",0.73,6,USD
Seattle,UberX,COMPLETED,2018-07-30 21:13:24 +0000 UTC,2018-07-30 21:23:20 +0000 UTC,47.6118769742,-122.347834284,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-30 21:28:43 +0000 UTC,47.6200279075,-122.34919414,"305 Harrison St, Seattle, WA 98109, USA",0.89,6.26,USD
Seattle,UberX,COMPLETED,2018-07-30 05:19:42 +0000 UTC,2018-07-30 05:23:15 +0000 UTC,47.6116854,-122.3470315,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-30 05:26:40 +0000 UTC,47.60588,-122.3389529,"1200 Western Ave, Seattle, WA 98101, US",0.57,6.14,USD
Seattle,UberX,COMPLETED,2018-07-29 20:35:12 +0000 UTC,2018-07-29 20:38:24 +0000 UTC,47.6117563,-122.3470498,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-29 20:45:37 +0000 UTC,47.603029,-122.3377918,"801 Alaskan Way Pier 52, Seattle, 98104, US",1.32,6.49,USD
Seattle,UberXL,CANCELED,2018-07-29 20:34:09 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,47.615514919,-122.354333491,,1970-01-01 00:00:00 +0000 UTC,47.61556343,-122.354270924,"801 Alaskan Way Pier 52, Seattle, 98104, US",0.00,0,USD
Seattle,UberXL,COMPLETED,2018-07-29 18:49:30 +0000 UTC,2018-07-29 18:52:41 +0000 UTC,47.6090085,-122.3401439,"1503 1st Ave, Seattle, WA 98101, USA",2018-07-29 18:57:48 +0000 UTC,47.6139898,-122.3454857,"2228 2nd Ave, Seattle, WA 98121, US",0.65,9.18,USD
Seattle,UberXL,COMPLETED,2018-07-29 16:08:01 +0000 UTC,2018-07-29 16:13:53 +0000 UTC,47.6117726,-122.3469928,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-29 16:17:26 +0000 UTC,47.6065284,-122.3409806,"1301 Alaskan Way, Seattle, WA 98101, US",0.68,10.86,USD
Seattle,UberX,COMPLETED,2018-07-28 15:39:50 +0000 UTC,2018-07-28 15:45:06 +0000 UTC,47.6113454299,-122.345584212,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-28 15:48:26 +0000 UTC,47.6115718028,-122.341518006,"1930 2nd Ave, Seattle, WA 98101, US",0.25,5.16,USD
Seattle,UberX,COMPLETED,2018-07-28 05:23:57 +0000 UTC,2018-07-28 05:27:15 +0000 UTC,47.6295998859,-122.360022062,"293-299 W Highland Dr, Seattle, WA 98119, USA",2018-07-28 05:36:22 +0000 UTC,47.6117216098,-122.346976865,"2226 Elliott Ave, Seattle, WA 98121, US",1.90,6.99,USD
Seattle,UberXL,COMPLETED,2018-07-28 04:40:58 +0000 UTC,2018-07-28 04:51:37 +0000 UTC,47.6273166667,-122.333130667,"901 Fairview Ave N, Seattle, WA 98109, US",2018-07-28 05:01:38 +0000 UTC,47.6295596402,-122.35927224,"1221 1st Ave, Seattle, WA 98101, US",1.76,13.35,USD
Seattle,UberXL,COMPLETED,2018-07-28 02:39:25 +0000 UTC,2018-07-28 02:44:43 +0000 UTC,47.606655,-122.3379231,"1219 1st Ave, Seattle, WA 98101, USA",2018-07-28 02:50:57 +0000 UTC,47.6274275,-122.3333941,"901 Fairview Ave N, Seattle, WA 98109, US",2.17,8.77,USD
Seattle,UberX,COMPLETED,2018-07-28 00:17:17 +0000 UTC,2018-07-28 00:29:57 +0000 UTC,47.6117181616,-122.347202003,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-28 00:46:50 +0000 UTC,47.6058734115,-122.337324281,"1123 1st Ave, Seattle, WA 98101, US",0.76,3.59,USD
Seattle,UberXL,COMPLETED,2018-07-27 19:18:25 +0000 UTC,2018-07-27 19:25:58 +0000 UTC,47.6141232022,-122.327971992,"1124 Pike St, Seattle, 98101, US",2018-07-27 19:36:39 +0000 UTC,47.6579891985,-122.313217331,"4142 University Way NE, Seattle, WA 98105, US",4.13,15.37,USD
Seattle,UberXL,COMPLETED,2018-07-27 18:08:49 +0000 UTC,2018-07-27 18:13:37 +0000 UTC,47.6117739547,-122.347107707,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-27 18:22:40 +0000 UTC,47.6141403779,-122.327916235,"1124 Pike St, Seattle, 98101, US",1.34,8.14,USD
Seattle,UberX,COMPLETED,2018-07-27 02:46:02 +0000 UTC,2018-07-27 02:49:33 +0000 UTC,47.6067582,-122.33799,"1219 1st Ave, Seattle, WA 98101, USA",2018-07-27 02:55:22 +0000 UTC,47.6167556,-122.346327,"2501 4th Ave, Seattle, WA 98121, US",1.19,4.12,USD
Seattle,UberX,COMPLETED,2018-07-27 02:18:51 +0000 UTC,2018-07-27 02:22:38 +0000 UTC,47.6118937,-122.3476008,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-27 02:28:34 +0000 UTC,47.6068504,-122.3381517,"1221 1st Ave, Seattle, WA 98101, US",0.64,4.03,USD
Seattle,UberX,COMPLETED,2018-07-26 05:24:43 +0000 UTC,2018-07-26 05:26:56 +0000 UTC,47.624845868,-122.347459328,"500 Mercer St, Seattle, WA 98109, US",2018-07-26 05:32:02 +0000 UTC,47.611785899,-122.347088512,"2226 Elliott Ave, Seattle, WA 98121, US",1.33,3.29,USD
Seattle,UberX,COMPLETED,2018-07-26 03:42:12 +0000 UTC,2018-07-26 03:44:17 +0000 UTC,47.6117771399,-122.347075855,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-26 03:47:29 +0000 UTC,47.618563056,-122.348255335,"2720 4th Ave Apt 116, Seattle, WA 98121, US",0.83,2.99,USD
Seattle,Pool,COMPLETED,2018-07-25 18:54:49 +0000 UTC,2018-07-25 19:01:13 +0000 UTC,47.6129238,-122.3498864,"2401 Elliott Ave, Seattle, WA 98121, US",2018-07-25 19:31:55 +0000 UTC,47.4428522,-122.30081,"17801 International Blvd, Seattle, 98158, US",13.79,14.49,USD
Seattle,UberX,COMPLETED,2018-07-19 06:24:25 +0000 UTC,2018-07-19 06:35:32 +0000 UTC,47.4433655404,-122.299971313,"Parking Garage, Floor 3, App-based Rideshare, Seattle–Tacoma International Airport",2018-07-19 06:57:39 +0000 UTC,47.6116111488,-122.346862982,"2226 Elliott Ave, Seattle, WA 98121, US",14.36,30.06,USD
Seattle,Pool,COMPLETED,2018-07-19 05:11:39 +0000 UTC,2018-07-19 05:21:19 +0000 UTC,47.6118818,-122.3477238,"2226 Elliott Ave, Seattle, WA 98121, US",2018-07-19 05:48:46 +0000 UTC,47.4433578,-122.3016785,"17801 International Blvd, Seattle, 98158, US",13.61,16.53,USD
Seattle,UberEATS Marketplace,COMPLETED,2018-07-14 02:00:43 +0000 UTC,2018-07-14 02:00:49 +0000 UTC,47.6120885,-122.3473179,,2018-07-14 02:23:56 +0000 UTC,47.6120885,-122.3473179,,0.43,11.6,USD
Seattle,UberX,COMPLETED,2018-07-08 21:13:36 +0000 UTC,2018-07-08 21:16:09 +0000 UTC,47.613865,-122.3472861,"2323 1st Ave, Seattle, WA 98121, USA",2018-07-08 21:27:23 +0000 UTC,47.6213195,-122.3473191,"516 Broad St, Seattle, WA 98109, US",1.71,4.16,USD
Seattle,UberX,COMPLETED,2018-07-08 07:15:04 +0000 UTC,2018-07-08 07:20:46 +0000 UTC,47.6058276,-122.3387397,"1200 Western Ave, Seattle, WA 98101, US",2018-07-08 07:26:14 +0000 UTC,47.6141665,-122.343139,"306 Blanchard St, Seattle, WA 98121, US",0.91,3.34,USD
Seattle,UberX,COMPLETED,2018-07-08 06:54:30 +0000 UTC,2018-07-08 06:59:00 +0000 UTC,47.6272941,-122.3331831,"901 Fairview Ave N, Seattle, WA 98109, USA",2018-07-08 07:10:38 +0000 UTC,47.606389,-122.3378791,"1219 1st Ave, Seattle, WA 98101, USA",2.01,4.85,USD
Seattle,UberX,COMPLETED,2018-07-02 04:27:56 +0000 UTC,2018-07-02 04:31:35 +0000 UTC,47.5964817,-122.327677,"5th Avenue South & South Dearborn St, Seattle, WA 98104, USA",2018-07-02 04:41:01 +0000 UTC,47.611714,-122.3470047,"2226 Elliott Ave, Seattle, WA 98121, US",2.13,6.19,USD
